PropertyID,City,PropertyType,Area_sqm,Bedrooms,Bathrooms,Age_years,Distance_to_Center_km,Has_Garden,Has_Parking,Furnished,Price_USD,LocalCurrency,ExchangeRate_to_USD,Price_Local
PROP_00484,New York,Apartment,67.4,2,2,20,1.3,0,0,Partially,902050.27,USD,1.0,902050.27
PROP_00485,London,Apartment,138.9,3,2,23,0.4,0,1,Fully,1879400.25,GBP,0.8,1503520.2
PROP_00486,New York,House,180.3,4,3,8,8.36,1,1,Unfurnished,2785155.88,USD,1.0,2785155.88
PROP_00487,New York,House,190.8,4,3,51,14.33,1,0,Unfurnished,1966634.52,USD,1.0,1966634.52
PROP_00488,Paris,Apartment,25.0,1,1,26,4.08,0,1,Partially,230098.99,EUR,0.92,211691.07
PROP_00489,New York,Apartment,72.0,1,1,5,7.57,0,0,Fully,763859.69,USD,1.0,763859.69
PROP_00490,Paris,Apartment,25.6,1,1,4,2.17,0,1,Fully,253498.39,EUR,0.92,233218.52
PROP_00491,New York,Apartment,82.1,2,2,0,7.65,0,1,Unfurnished,841992.81,USD,1.0,841992.81
PROP_00492,Mumbai,House,262.7,5,4,43,0.71,1,1,Fully,1638835.53,INR,83.5,136842766.76
PROP_00493,Sydney,Apartment,35.6,1,1,100,0.28,0,0,Fully,201961.87,AUD,1.5,302942.8
PROP_00494,Mumbai,House,140.0,3,2,50,34.74,1,0,Partially,202938.3,INR,83.5,16945348.05
PROP_00495,New York,Apartment,86.4,1,1,8,5.9,0,1,Fully,978694.2,USD,1.0,978694.2
PROP_00496,Tokyo,Apartment,82.7,1,1,1,5.51,0,1,Unfurnished,651351.9,JPY,150.0,97702785.0
PROP_00497,New York,House,195.6,5,4,6,14.67,1,0,Unfurnished,2606514.24,USD,1.0,2606514.24
PROP_00498,London,Apartment,25.0,2,2,29,0.75,0,1,Partially,292552.21,GBP,0.8,234041.77
PROP_00499,Sydney,House,131.5,3,2,18,1.59,1,1,Partially,1496954.28,AUD,1.5,2245431.42
PROP_00500,Sydney,Apartment,28.4,1,1,4,6.67,0,0,Partially,189961.64,AUD,1.5,284942.46
PROP_00501,New York,House,206.0,5,4,15,18.52,1,1,Fully,2997168.14,USD,1.0,2997168.14
PROP_00502,Tokyo,House,218.4,4,3,20,2.84,1,1,Fully,2826879.5,JPY,150.0,424031925.0
PROP_00503,London,Apartment,96.8,3,2,1,3.3,0,0,Unfurnished,1113971.76,GBP,0.8,891177.41
PROP_00504,London,Apartment,62.6,2,2,3,2.28,0,1,Unfurnished,706605.72,GBP,0.8,565284.58
PROP_00505,Tokyo,Apartment,117.5,3,2,8,0.48,0,0,Partially,1117621.21,JPY,150.0,167643181.5
PROP_00506,Paris,Apartment,89.6,2,2,5,5.91,0,0,Unfurnished,799893.12,EUR,0.92,735901.67
PROP_00507,Tokyo,House,211.3,5,4,7,6.77,1,1,Fully,2810779.0,JPY,150.0,421616850.0
PROP_00508,Mumbai,House,143.7,4,3,8,0.33,1,1,Fully,1043393.39,INR,83.5,87123348.06
PROP_00509,Sydney,Apartment,25.0,1,1,2,13.14,1,1,Fully,172758.35,AUD,1.5,259137.53
PROP_00510,Sydney,Apartment,92.7,2,1,10,7.24,0,1,Fully,755896.19,AUD,1.5,1133844.28
PROP_00511,London,House,191.3,4,3,2,14.12,1,1,Fully,2334343.65,GBP,0.8,1867474.92
PROP_00512,Sydney,House,416.5,5,3,36,6.87,1,0,Unfurnished,3543493.66,AUD,1.5,5315240.49
PROP_00513,Mumbai,Apartment,66.8,1,1,42,4.71,0,1,Fully,199245.99,INR,83.5,16637040.16
PROP_00514,New York,Penthouse,168.9,4,3,23,2.77,0,1,Fully,3717656.1,USD,1.0,3717656.1
PROP_00515,New York,House,293.1,5,4,60,29.14,1,1,Fully,2301057.92,USD,1.0,2301057.92
PROP_00516,Tokyo,Apartment,89.2,3,3,9,7.67,1,0,Partially,804479.05,JPY,150.0,120671857.5
PROP_00517,Mumbai,Apartment,83.0,2,1,17,5.43,0,0,Partially,284289.6,INR,83.5,23738181.6
PROP_00518,Sydney,House,230.0,5,4,10,24.42,1,1,Partially,1641260.67,AUD,1.5,2461891.0
PROP_00519,Sydney,Apartment,94.3,2,1,36,8.59,0,0,Unfurnished,465995.15,AUD,1.5,698992.73
PROP_00520,London,Apartment,58.7,2,2,3,1.04,0,0,Partially,719091.19,GBP,0.8,575272.95
PROP_00521,Mumbai,Apartment,87.9,3,2,6,4.54,0,0,Unfurnished,333677.29,INR,83.5,27862053.72
PROP_00522,Tokyo,House,268.7,5,4,5,14.2,1,0,Unfurnished,3028527.98,JPY,150.0,454279197.0
PROP_00523,Tokyo,Penthouse,122.7,2,2,12,2.89,0,1,Unfurnished,1747043.19,JPY,150.0,262056478.5
PROP_00524,Paris,House,245.3,5,3,8,0.4,1,1,Fully,4440170.8,EUR,0.92,4084957.14
PROP_00525,Tokyo,House,162.6,4,3,3,1.87,1,1,Partially,2274323.77,JPY,150.0,341148565.5
PROP_00526,Tokyo,House,158.7,4,3,21,4.44,1,1,Partially,1898063.92,JPY,150.0,284709588.0
PROP_00527,London,Apartment,35.0,2,1,44,1.15,0,0,Partially,306443.37,GBP,0.8,245154.7
PROP_00528,Mumbai,Penthouse,120.7,2,1,1,0.47,0,1,Unfurnished,849603.54,INR,83.5,70941895.59
PROP_00529,Tokyo,Apartment,50.7,1,1,38,8.62,0,1,Partially,322014.81,JPY,150.0,48302221.5
PROP_00530,Mumbai,Apartment,97.7,2,2,6,1.01,0,1,Partially,347681.18,INR,83.5,29031378.53
PROP_00531,London,House,252.0,5,4,36,5.79,1,1,Partially,3536289.98,GBP,0.8,2829031.98
PROP_00532,Paris,Apartment,96.1,2,1,4,12.16,0,1,Fully,807462.13,EUR,0.92,742865.16
PROP_00533,London,Apartment,128.5,3,3,4,5.28,0,1,Fully,1475672.43,GBP,0.8,1180537.94
PROP_00534,Mumbai,House,189.3,5,3,1,17.64,1,1,Unfurnished,744283.07,INR,83.5,62147636.34
PROP_00535,Mumbai,Penthouse,154.7,3,2,25,1.43,0,0,Unfurnished,853563.34,INR,83.5,71272538.89
PROP_00536,Sydney,House,237.5,5,3,0,1.86,1,1,Unfurnished,3481044.93,AUD,1.5,5221567.4
PROP_00537,London,Apartment,80.0,1,1,61,2.24,0,1,Fully,543055.17,GBP,0.8,434444.14
PROP_00538,Sydney,House,199.4,5,4,23,10.86,1,1,Partially,2138784.77,AUD,1.5,3208177.16
PROP_00539,London,Apartment,76.0,2,1,8,2.12,0,1,Unfurnished,835689.7,GBP,0.8,668551.76
PROP_00540,New York,Apartment,113.2,3,2,17,14.55,0,1,Partially,1124219.23,USD,1.0,1124219.23
PROP_00541,London,Apartment,134.6,3,3,3,8.39,0,0,Fully,1449994.74,GBP,0.8,1159995.79
PROP_00542,Paris,Apartment,140.1,4,3,11,0.27,0,0,Unfurnished,1924422.85,EUR,0.92,1770469.02
PROP_00543,Mumbai,Penthouse,80.0,2,2,24,1.8,0,1,Partially,376082.91,INR,83.5,31402922.98
PROP_00544,London,Apartment,63.9,2,2,10,13.66,0,1,Partially,504246.33,GBP,0.8,403397.06
PROP_00545,London,Penthouse,114.0,2,1,9,5.75,1,1,Fully,1899642.7,GBP,0.8,1519714.16
PROP_00546,Tokyo,Apartment,104.6,2,2,2,5.22,0,1,Unfurnished,817386.45,JPY,150.0,122607967.5
PROP_00547,Tokyo,Apartment,58.7,2,1,7,1.25,0,1,Unfurnished,533086.97,JPY,150.0,79963045.5
PROP_00548,Mumbai,Apartment,65.4,1,1,31,16.85,0,0,Fully,124352.87,INR,83.5,10383464.64
PROP_00549,Sydney,House,220.5,5,4,0,1.56,1,1,Unfurnished,3371514.05,AUD,1.5,5057271.07
PROP_00550,Sydney,House,172.1,5,4,22,7.94,1,1,Unfurnished,2135992.72,AUD,1.5,3203989.08
PROP_00551,London,Penthouse,204.5,4,3,28,1.02,1,0,Fully,4450604.46,GBP,0.8,3560483.57
PROP_00552,New York,Apartment,91.9,2,2,4,6.04,0,0,Partially,1039389.8,USD,1.0,1039389.8
PROP_00553,London,Apartment,25.0,1,1,17,3.5,0,1,Fully,297533.58,GBP,0.8,238026.86
PROP_00554,New York,House,174.9,4,3,15,17.25,1,1,Fully,2192852.27,USD,1.0,2192852.27
PROP_00555,New York,House,50.0,2,1,11,9.48,1,0,Partially,578981.71,USD,1.0,578981.71
PROP_00556,Mumbai,Apartment,81.2,2,1,0,4.79,1,1,Partially,347237.62,INR,83.5,28994341.27
PROP_00557,New York,House,254.7,5,3,30,10.8,1,0,Partially,3034017.59,USD,1.0,3034017.59
PROP_00558,London,House,171.7,4,3,41,8.65,1,1,Partially,2083090.07,GBP,0.8,1666472.06
PROP_00559,Paris,House,158.4,4,3,0,9.69,1,1,Unfurnished,2204510.45,EUR,0.92,2028149.61
PROP_00560,Sydney,House,251.2,5,4,1,3.28,1,1,Partially,3559802.92,AUD,1.5,5339704.38
PROP_00561,London,Apartment,42.0,1,1,5,0.43,0,1,Partially,470895.3,GBP,0.8,376716.24
PROP_00562,New York,Apartment,31.2,1,1,16,1.36,0,0,Unfurnished,330151.95,USD,1.0,330151.95
PROP_00563,Mumbai,Apartment,74.3,2,1,19,1.92,1,0,Fully,318315.18,INR,83.5,26579317.53
PROP_00564,Paris,Apartment,83.1,3,2,4,6.06,0,1,Fully,915215.98,EUR,0.92,841998.7
PROP_00565,London,House,184.8,4,3,30,11.08,1,1,Fully,2236845.14,GBP,0.8,1789476.11
PROP_00566,Tokyo,Apartment,92.4,2,1,1,2.64,1,1,Unfurnished,1026816.6,JPY,150.0,154022490.0
PROP_00567,Tokyo,Apartment,94.6,2,1,7,25.24,0,1,Fully,437142.28,JPY,150.0,65571342.0
PROP_00568,Sydney,House,127.7,3,3,16,8.16,1,1,Fully,1436394.51,AUD,1.5,2154591.76
PROP_00569,Mumbai,House,194.4,4,3,15,4.33,1,1,Fully,1090529.97,INR,83.5,91059252.5
PROP_00570,New York,House,415.4,5,3,3,4.61,1,1,Fully,9050210.09,USD,1.0,9050210.09
PROP_00571,Sydney,Penthouse,145.9,3,2,17,3.09,0,1,Partially,2127736.99,AUD,1.5,3191605.49
PROP_00572,Sydney,Apartment,88.6,1,1,11,1.52,0,1,Partially,764585.89,AUD,1.5,1146878.84
PROP_00573,Sydney,Apartment,84.8,2,2,6,7.41,0,0,Partially,613747.44,AUD,1.5,920621.16
PROP_00574,London,Apartment,104.3,2,1,1,4.95,0,1,Unfurnished,1165454.19,GBP,0.8,932363.35
PROP_00575,New York,House,207.9,4,3,27,12.4,1,1,Unfurnished,2717649.31,USD,1.0,2717649.31
PROP_00576,Mumbai,Apartment,106.7,3,2,2,1.04,0,0,Partially,461479.25,INR,83.5,38533517.38
PROP_00577,Tokyo,Apartment,117.9,3,2,27,1.21,0,1,Fully,965279.1,JPY,150.0,144791865.0
PROP_00578,New York,Apartment,73.4,2,2,16,5.46,0,1,Unfurnished,868689.01,USD,1.0,868689.01
PROP_00579,Mumbai,House,275.0,5,4,10,0.77,1,0,Partially,1946410.33,INR,83.5,162525262.56
PROP_00580,Mumbai,Apartment,59.4,1,1,50,6.33,1,1,Fully,179869.21,INR,83.5,15019079.04
PROP_00581,Sydney,Apartment,56.8,2,2,9,7.52,0,1,Partially,487120.51,AUD,1.5,730680.76
PROP_00582,London,House,164.3,4,3,4,3.9,1,1,Unfurnished,2939607.17,GBP,0.8,2351685.74
PROP_00583,Mumbai,Apartment,92.5,3,2,1,2.78,0,1,Partially,411763.65,INR,83.5,34382264.78
PROP_00584,Tokyo,Apartment,94.4,2,1,20,0.92,0,1,Fully,1002595.36,JPY,150.0,150389304.0
PROP_00585,Tokyo,House,273.4,5,3,4,40.0,1,1,Unfurnished,1346280.16,JPY,150.0,201942024.0
PROP_00586,Tokyo,Apartment,76.4,2,2,37,1.86,0,1,Unfurnished,699775.93,JPY,150.0,104966389.5
PROP_00587,London,Apartment,153.3,3,2,10,8.87,0,0,Unfurnished,1302294.31,GBP,0.8,1041835.45
PROP_00588,Sydney,Apartment,92.0,2,1,4,3.08,0,1,Unfurnished,825897.03,AUD,1.5,1238845.54
PROP_00589,Mumbai,House,332.0,5,4,2,7.02,1,1,Unfurnished,1867008.47,INR,83.5,155895207.24
PROP_00590,Paris,House,251.0,5,4,0,26.34,1,0,Partially,2174964.44,EUR,0.92,2000967.28
PROP_00591,Mumbai,Apartment,61.4,1,1,2,1.86,1,1,Unfurnished,274719.73,INR,83.5,22939097.46
PROP_00592,Sydney,Penthouse,145.4,3,2,2,8.84,0,0,Partially,1699230.67,AUD,1.5,2548846.0
PROP_00593,Sydney,House,195.7,4,3,16,5.71,1,1,Unfurnished,1909398.16,AUD,1.5,2864097.24
PROP_00594,Sydney,Apartment,87.6,2,2,9,0.33,0,1,Unfurnished,802414.23,AUD,1.5,1203621.34
PROP_00595,New York,Apartment,161.0,3,3,3,5.78,1,1,Unfurnished,2271541.43,USD,1.0,2271541.43
PROP_00596,Tokyo,Apartment,62.0,2,2,16,8.68,0,1,Unfurnished,469302.4,JPY,150.0,70395360.0
PROP_00597,London,House,250.9,5,4,14,5.35,1,1,Unfurnished,4873135.84,GBP,0.8,3898508.67
PROP_00598,London,Apartment,75.6,2,1,18,1.36,0,1,Unfurnished,821112.42,GBP,0.8,656889.94
PROP_00599,New York,Apartment,101.5,3,3,27,0.18,0,0,Partially,1356606.35,USD,1.0,1356606.35
PROP_00600,Mumbai,House,176.4,5,4,24,8.52,1,0,Unfurnished,876777.22,INR,83.5,73210897.87
PROP_00601,London,Apartment,135.8,3,2,48,5.64,1,1,Unfurnished,1306498.61,GBP,0.8,1045198.89
PROP_00602,Sydney,Apartment,73.0,1,1,3,12.97,1,1,Fully,524107.31,AUD,1.5,786160.96
PROP_00603,London,House,236.3,5,3,10,1.08,1,1,Partially,4206842.12,GBP,0.8,3365473.7
PROP_00604,London,House,142.9,3,2,4,0.31,1,0,Partially,2503395.46,GBP,0.8,2002716.37
PROP_00605,Sydney,House,130.6,3,2,6,14.33,1,1,Partially,1058470.6,AUD,1.5,1587705.9
PROP_00606,New York,House,63.7,1,1,55,20.96,1,0,Partially,439543.36,USD,1.0,439543.36
PROP_00607,Tokyo,House,217.8,5,4,0,2.54,1,1,Partially,3366383.75,JPY,150.0,504957562.5
PROP_00608,Tokyo,Apartment,98.1,2,1,4,12.68,0,1,Partially,704975.89,JPY,150.0,105746383.5
PROP_00609,Paris,Apartment,25.0,1,1,34,7.61,0,0,Partially,198163.31,EUR,0.92,182310.25
PROP_00610,Mumbai,Apartment,93.7,2,1,10,6.46,0,1,Partially,319587.84,INR,83.5,26685584.64
PROP_00611,London,House,185.6,5,4,25,9.56,1,1,Unfurnished,2422944.27,GBP,0.8,1938355.42
PROP_00612,New York,Penthouse,140.2,3,3,23,2.05,1,0,Partially,2968963.34,USD,1.0,2968963.34
PROP_00613,Paris,House,105.6,3,2,8,10.57,1,1,Fully,1182605.05,EUR,0.92,1087996.65
PROP_00614,Sydney,Apartment,103.4,2,1,20,11.2,0,0,Unfurnished,511597.5,AUD,1.5,767396.25
PROP_00615,London,House,261.6,5,3,26,10.16,1,1,Partially,3031172.67,GBP,0.8,2424938.14
PROP_00616,Sydney,House,348.0,5,4,5,14.22,1,0,Partially,3601646.81,AUD,1.5,5402470.22
PROP_00617,Paris,House,242.4,5,4,5,4.01,1,1,Unfurnished,3780203.6,EUR,0.92,3477787.31
PROP_00618,New York,Apartment,66.8,2,2,7,1.8,0,1,Unfurnished,927529.68,USD,1.0,927529.68
PROP_00619,Mumbai,Apartment,64.4,2,2,3,0.7,0,0,Unfurnished,253134.23,INR,83.5,21136708.21
PROP_00620,Mumbai,House,298.0,5,4,29,7.71,1,0,Fully,1606266.18,INR,83.5,134123226.03
PROP_00621,London,Apartment,91.7,3,2,4,13.94,0,0,Partially,713197.9,GBP,0.8,570558.32
PROP_00622,New York,House,238.6,5,4,100,15.49,1,0,Partially,2059971.98,USD,1.0,2059971.98
PROP_00623,Paris,Apartment,92.7,3,2,4,0.87,0,0,Unfurnished,1141157.65,EUR,0.92,1049865.04
PROP_00624,Mumbai,House,368.2,5,3,10,19.72,1,0,Partially,1402463.15,INR,83.5,117105673.02
PROP_00625,Tokyo,Apartment,75.1,3,2,6,3.29,0,0,Unfurnished,792819.88,JPY,150.0,118922982.0
PROP_00626,London,House,60.1,1,1,1,13.99,1,0,Fully,640358.69,GBP,0.8,512286.95
PROP_00627,Mumbai,Apartment,64.3,1,1,9,2.84,0,1,Partially,244764.21,INR,83.5,20437811.54
PROP_00628,Mumbai,House,211.0,5,4,0,9.2,1,1,Partially,1207207.64,INR,83.5,100801837.94
PROP_00629,Sydney,Apartment,98.4,3,2,24,1.1,0,1,Partially,907884.13,AUD,1.5,1361826.2
PROP_00630,London,Apartment,110.3,3,2,6,4.83,0,1,Unfurnished,1260612.44,GBP,0.8,1008489.95
PROP_00631,New York,House,206.9,5,4,5,8.5,1,1,Unfurnished,4030311.98,USD,1.0,4030311.98
PROP_00632,New York,House,138.1,3,3,72,11.9,1,0,Fully,1259650.35,USD,1.0,1259650.35
PROP_00633,New York,Penthouse,183.1,4,3,2,2.59,1,1,Fully,4490180.42,USD,1.0,4490180.42
PROP_00634,Mumbai,Apartment,48.7,1,1,9,6.09,0,0,Fully,153034.45,INR,83.5,12778376.58
PROP_00635,Paris,Apartment,67.9,1,1,9,11.55,1,0,Partially,461978.45,EUR,0.92,425020.17
PROP_00636,Sydney,Apartment,90.6,2,2,17,9.79,0,1,Unfurnished,607905.34,AUD,1.5,911858.01
PROP_00637,Sydney,Apartment,97.6,2,2,57,1.12,0,0,Fully,709340.29,AUD,1.5,1064010.44
PROP_00638,Paris,Penthouse,112.5,3,2,3,2.5,0,0,Partially,2133928.45,EUR,0.92,1963214.17
PROP_00639,Paris,Apartment,105.7,3,2,2,0.27,0,0,Partially,1300946.93,EUR,0.92,1196871.18
PROP_00640,London,Apartment,113.7,3,2,0,4.18,0,0,Fully,1324688.96,GBP,0.8,1059751.17
PROP_00641,Tokyo,Penthouse,146.6,4,3,9,6.56,0,1,Fully,2424556.99,JPY,150.0,363683548.5
PROP_00642,Sydney,Penthouse,80.0,3,2,5,0.41,0,0,Partially,1261895.96,AUD,1.5,1892843.94
PROP_00643,Paris,Apartment,141.0,4,3,2,2.38,0,0,Partially,1896697.7,EUR,0.92,1744961.88
PROP_00644,Sydney,House,166.1,4,3,2,0.38,1,1,Fully,2698198.82,AUD,1.5,4047298.23
PROP_00645,Sydney,House,126.4,3,3,4,12.99,1,0,Partially,936775.78,AUD,1.5,1405163.67
PROP_00646,Tokyo,Apartment,103.4,2,1,3,1.44,0,0,Fully,808405.54,JPY,150.0,121260831.0
PROP_00647,Tokyo,House,187.5,4,3,12,20.37,1,1,Unfurnished,1458978.74,JPY,150.0,218846811.0
PROP_00648,Mumbai,Apartment,106.8,2,1,24,1.5,0,1,Unfurnished,441988.99,INR,83.5,36906080.66
PROP_00649,Sydney,Apartment,135.9,4,3,7,5.19,0,1,Partially,1102172.25,AUD,1.5,1653258.38
PROP_00650,Paris,House,172.5,4,3,5,7.57,1,0,Partially,2304811.62,EUR,0.92,2120426.69
PROP_00651,New York,Apartment,25.0,1,1,5,2.87,0,1,Partially,318899.08,USD,1.0,318899.08
PROP_00652,London,Apartment,86.2,1,1,54,1.25,0,0,Unfurnished,709641.59,GBP,0.8,567713.27
PROP_00653,New York,House,141.2,4,3,9,12.53,1,0,Partially,2044926.35,USD,1.0,2044926.35
PROP_00654,Tokyo,Apartment,133.9,3,2,5,1.93,0,1,Fully,1452880.8,JPY,150.0,217932120.0
PROP_00655,Sydney,Apartment,41.7,1,1,4,10.66,0,1,Unfurnished,279456.92,AUD,1.5,419185.38
PROP_00656,London,House,230.3,5,4,0,14.49,1,0,Unfurnished,2836220.87,GBP,0.8,2268976.7
PROP_00657,Paris,House,145.0,4,3,9,2.27,1,1,Unfurnished,2239537.44,EUR,0.92,2060374.44
PROP_00658,Sydney,House,247.0,5,4,0,11.74,1,1,Unfurnished,3058952.57,AUD,1.5,4588428.85
PROP_00659,Sydney,Apartment,125.0,2,2,33,1.58,0,1,Partially,1075943.35,AUD,1.5,1613915.02
PROP_00660,Paris,Apartment,77.9,3,2,8,4.72,0,0,Unfurnished,771979.14,EUR,0.92,710220.81
PROP_00661,London,Apartment,115.3,3,3,1,3.23,1,1,Fully,1736649.96,GBP,0.8,1389319.97
PROP_00662,London,Apartment,80.3,2,2,2,0.78,0,1,Fully,907122.29,GBP,0.8,725697.83
PROP_00663,London,House,231.6,5,3,21,32.34,1,1,Partially,1528653.53,GBP,0.8,1222922.82
PROP_00664,London,House,194.1,4,3,8,34.49,1,1,Unfurnished,1058220.03,GBP,0.8,846576.02
PROP_00665,Mumbai,House,223.2,5,4,41,29.2,1,1,Fully,548711.3,INR,83.5,45817393.55
PROP_00666,Tokyo,House,210.2,5,4,12,0.91,1,1,Fully,3822853.77,JPY,150.0,573428065.5
PROP_00667,Tokyo,Apartment,155.6,4,3,8,8.56,1,0,Partially,1449585.38,JPY,150.0,217437807.0
PROP_00668,Tokyo,House,197.8,5,3,5,6.96,1,1,Unfurnished,2375129.35,JPY,150.0,356269402.5
PROP_00669,Tokyo,Apartment,66.2,1,1,8,1.48,0,1,Fully,618291.17,JPY,150.0,92743675.5
PROP_00670,Sydney,Apartment,82.9,2,2,2,0.66,0,0,Fully,781779.41,AUD,1.5,1172669.12
PROP_00671,New York,Apartment,91.4,2,2,0,0.76,0,0,Partially,1207467.83,USD,1.0,1207467.83
PROP_00672,New York,Penthouse,183.8,4,3,11,0.2,0,1,Unfurnished,4491051.28,USD,1.0,4491051.28
PROP_00673,Tokyo,Apartment,126.7,3,2,4,10.94,0,1,Unfurnished,886763.4,JPY,150.0,133014510.0
PROP_00674,New York,Apartment,52.2,1,1,4,0.1,0,1,Partially,645680.17,USD,1.0,645680.17
PROP_00675,London,Apartment,38.3,1,1,3,1.21,0,0,Partially,505628.08,GBP,0.8,404502.46
PROP_00676,New York,Apartment,123.7,3,2,2,0.66,0,1,Unfurnished,1785604.6,USD,1.0,1785604.6
PROP_00677,Tokyo,Apartment,84.9,2,1,21,20.97,1,0,Unfurnished,393764.17,JPY,150.0,59064625.5
PROP_00678,Paris,Apartment,120.3,3,2,10,4.33,0,1,Partially,1291524.45,EUR,0.92,1188202.49
PROP_00679,Paris,Apartment,33.7,1,1,6,1.44,0,1,Partially,320789.39,EUR,0.92,295126.24
PROP_00680,Sydney,Penthouse,271.7,5,3,55,1.01,0,1,Fully,3924154.07,AUD,1.5,5886231.1
PROP_00681,Sydney,House,314.2,5,3,0,14.04,1,0,Partially,3167777.04,AUD,1.5,4751665.56
PROP_00682,Paris,House,79.7,2,2,52,2.32,1,1,Partially,750317.41,EUR,0.92,690292.02
PROP_00683,Mumbai,Apartment,83.2,2,1,3,0.45,0,0,Partially,386402.22,INR,83.5,32264585.37
PROP_00684,London,House,212.5,5,4,0,26.26,1,1,Fully,1955369.54,GBP,0.8,1564295.63
PROP_00685,Mumbai,Apartment,96.4,2,2,0,0.18,1,1,Partially,517492.84,INR,83.5,43210652.14
PROP_00686,London,House,289.0,5,3,15,1.48,1,1,Partially,4763475.33,GBP,0.8,3810780.26
PROP_00687,Tokyo,House,136.1,3,3,48,4.64,1,1,Unfurnished,1323894.4,JPY,150.0,198584160.0
PROP_00688,New York,Penthouse,110.5,3,3,15,2.86,0,1,Fully,2103526.55,USD,1.0,2103526.55
PROP_00689,New York,House,255.7,5,4,0,1.2,1,0,Unfurnished,5528872.18,USD,1.0,5528872.18
PROP_00690,Tokyo,Apartment,135.1,3,3,13,8.24,0,0,Partially,1064101.62,JPY,150.0,159615243.0
PROP_00691,Sydney,Apartment,99.3,2,2,45,2.59,0,1,Fully,683219.76,AUD,1.5,1024829.64
PROP_00692,Sydney,House,191.9,4,3,39,21.76,1,1,Fully,1311268.82,AUD,1.5,1966903.23
PROP_00693,London,House,160.3,3,3,0,5.53,1,1,Partially,2686323.42,GBP,0.8,2149058.74
PROP_00694,London,Apartment,125.7,3,2,4,0.44,0,0,Partially,1853565.88,GBP,0.8,1482852.7
PROP_00695,Mumbai,House,123.1,3,2,0,10.73,1,1,Fully,505606.05,INR,83.5,42218105.17
PROP_00696,Sydney,Apartment,58.9,2,2,29,3.78,0,1,Partially,472864.72,AUD,1.5,709297.08
PROP_00697,Paris,House,242.2,5,3,19,8.33,1,1,Unfurnished,3239469.92,EUR,0.92,2980312.33
PROP_00698,New York,House,192.4,5,3,20,0.1,1,0,Partially,3515808.54,USD,1.0,3515808.54
PROP_00699,Mumbai,Apartment,126.4,3,3,16,6.12,0,0,Fully,551361.23,INR,83.5,46038662.7
PROP_00700,Mumbai,House,234.9,5,3,69,2.82,1,0,Unfurnished,1018776.64,INR,83.5,85067849.44
PROP_00701,Mumbai,Apartment,100.1,2,2,27,9.41,0,1,Unfurnished,294022.88,INR,83.5,24550910.48
PROP_00702,Sydney,Apartment,41.9,1,1,20,17.74,0,1,Partially,194160.21,AUD,1.5,291240.32
PROP_00703,New York,House,292.5,5,3,7,1.43,1,1,Fully,5641846.65,USD,1.0,5641846.65
PROP_00704,London,House,211.4,5,4,0,5.28,1,0,Unfurnished,3276508.32,GBP,0.8,2621206.66
PROP_00705,New York,House,156.9,4,3,2,0.91,1,1,Unfurnished,2846999.84,USD,1.0,2846999.84
PROP_00706,New York,Apartment,94.8,2,2,19,9.22,0,0,Partially,861937.12,USD,1.0,861937.12
PROP_00707,Tokyo,House,252.5,5,4,12,25.73,1,1,Partially,1985466.95,JPY,150.0,297820042.5
PROP_00708,London,Penthouse,87.3,2,2,2,2.6,0,1,Partially,1628642.5,GBP,0.8,1302914.0
PROP_00709,London,House,121.2,3,2,31,3.56,1,1,Unfurnished,1418070.7,GBP,0.8,1134456.56
PROP_00710,New York,Apartment,112.1,2,1,12,5.93,0,0,Fully,1093302.51,USD,1.0,1093302.51
PROP_00711,Sydney,House,109.2,3,2,46,3.03,1,1,Partially,977515.06,AUD,1.5,1466272.59
PROP_00712,Mumbai,Apartment,48.6,1,1,39,0.28,0,1,Partially,163151.82,INR,83.5,13623176.97
PROP_00713,Paris,House,249.4,5,4,1,11.11,1,0,Unfurnished,3265180.87,EUR,0.92,3003966.4
PROP_00714,Tokyo,Apartment,49.8,2,1,16,0.86,0,0,Partially,446929.69,JPY,150.0,67039453.5
PROP_00715,New York,House,217.1,5,4,0,1.01,1,1,Unfurnished,4820266.38,USD,1.0,4820266.38
PROP_00716,Mumbai,House,99.1,2,1,19,8.41,1,1,Fully,435418.03,INR,83.5,36357405.51
PROP_00717,Mumbai,Apartment,85.9,2,2,0,10.57,0,1,Partially,304573.62,INR,83.5,25431897.27
PROP_00718,Tokyo,House,341.9,5,3,46,11.1,1,1,Fully,3242726.5,JPY,150.0,486408975.0
PROP_00719,Paris,Penthouse,155.6,3,2,1,12.88,0,0,Fully,1889448.29,EUR,0.92,1738292.43
PROP_00720,Paris,Apartment,121.6,3,2,14,3.28,0,0,Partially,1244772.37,EUR,0.92,1145190.58
PROP_00721,London,Penthouse,187.2,4,3,7,3.9,0,1,Unfurnished,3904519.05,GBP,0.8,3123615.24
PROP_00722,Mumbai,Apartment,40.7,1,1,0,3.76,0,0,Unfurnished,125919.2,INR,83.5,10514253.2
PROP_00723,New York,Apartment,41.4,2,1,17,9.24,0,1,Fully,390501.44,USD,1.0,390501.44
PROP_00724,Mumbai,Apartment,117.5,3,2,10,2.73,0,0,Fully,473485.49,INR,83.5,39536038.42
PROP_00725,Tokyo,Apartment,28.6,1,1,8,20.82,0,1,Unfurnished,154935.59,JPY,150.0,23240338.5
PROP_00726,New York,Apartment,114.0,2,2,3,2.46,0,1,Fully,1616377.17,USD,1.0,1616377.17
